gene,mean_importance,std_importance,variance_in_data,rank
P4HB,0.001046573618554044,0.0004801987671938178,56772001.25132952,397
S100A1,0.001037083534307667,0.0008896827733456312,51842211.173143014,398
ORMDL3,0.0010325379662169132,0.00036623585896439984,18602743.19746195,399
FOSB,0.0010317900899794912,0.0009589936426677516,27992277.040329512,400
FN1,0.0010294051889665923,0.0008646284285625896,2482688379.1825094,401
PRDX1,0.0010245690157838071,0.0014153261009227664,15568252.860780887,402
TUBB,0.0010150034379735131,0.0006697089999995287,134976372.75005975,403
ACTB,0.001014476919898554,0.0007012746231180725,721994522.7537779,404
ASS1,0.0010140227066532022,0.0009574175829931472,103514196.88525254,405
RPL29,0.0010138726304490995,0.000420702239899007,155047764.8446727,406
RPSA,0.0010097200772627437,0.00040756560504543273,86270642.17530264,407
WFDC2,0.001008062611494266,0.0007790436977185367,710528016.3016762,408
KRT19,0.0010003505058995442,0.0007420016163234023,118320176.47376455,409
COL6A2,0.0009991433723106624,0.0008273770363160153,64979709.129562125,410
PDIA6,0.0009942958332963441,0.0007512727888637911,24247148.236251716,411
ATP5A1,0.0009924049730017437,0.0002990995711250159,66027404.03717388,412
ARL6IP1,0.0009856534687139992,0.0009407964817182242,15876815.448053893,413
RPL38,0.0009850108921352614,0.0006667321738770878,27182889.890211567,414
CD24,0.000981177036977608,0.00057243016387874,1175725886.8598807,415
IGFBP5,0.000980147855489513,0.0011581583515163471,75855999.68242425,416
IFIT1,0.000979423026234623,0.0005345072273820013,16363184.546264715,417
RPS16,0.0009781442986663252,0.0003880253927753246,714062756.6896428,418
TGM2,0.0009781388549610665,0.00044572681289627885,98168885.25074884,419
RPL26,0.000974896586393112,0.0006915026682771945,80099955.68224691,420
PTGS1,0.0009655050191645859,0.0005300282717156493,28201415.375490293,421
AHCY,0.0009597636345317009,0.00043494831424064403,16827890.49042621,422
RPL12,0.0009583573898303753,0.0005945344473540892,115924507.38637677,423
CSRP1,0.0009498959674715204,0.0006766213921948244,17845566.54898713,424
RPS18,0.0009468151084638929,7.324172145967126e-05,2425647613.6197853,425
TM4SF1,0.0009460334036918968,0.00037142284183877664,46633991.76571804,426
RPL19,0.0009318259489600328,0.000668978226757845,193299414.18545574,427
HMGA1,0.0009282385752351173,0.0006130528511157029,17787259.929638013,428
PGK1,0.0009273567754764624,0.00019362815781732548,58934937.32675526,429
H1F0,0.0009240550160345297,0.000947243548225036,14511960.710465187,430
MEST,0.0009205557769135192,0.0012435051203316242,101564274.43881606,431
EGR1,0.0009188779598380941,0.00020061751139705453,87089550.10910882,432
SLC2A1,0.000905818930059042,0.0007670129454471065,47273998.128695756,433
LCN2,0.0008909914062992084,0.0006367531878790991,54992736.21012614,434
PPIB,0.0008883612949084225,0.0006775611084936984,36707270.53544834,435
BCAT1,0.0008819922627336003,0.0005708805932660171,583137825.5961974,436
RPS24,0.0008761041370459279,0.0007434552645706321,445391948.4563989,437
GPX3,0.0008701925794765837,0.0003156303242063479,410628187.6329688,438
UCP2,0.000860444435356543,0.0002795438586581915,52327233.35566266,439
TMSL3,0.0008578326603174372,0.0003851327997786278,967627969.4774055,440
SNRNP200,0.000857774505885239,0.0005524247747671408,14118000.3297957,441
APLP2,0.0008571016393396127,0.000488593618514393,49893199.27973925,442
COL6A1,0.0008532655474109428,0.0007406799056004715,60455796.75614447,443
EIF3K,0.0008458131012775608,0.0004649472854882873,21038032.967930533,444
RPS6,0.0008436140355404222,0.0003466307643905483,1287228936.9433796,445
TACSTD2,0.0008195978548205029,0.0010718979369079241,42142532.98526257,446
IER2,0.0008189266303704744,0.0005061337929000016,13081627.940338993,447
SPARC,0.0008170883419655315,0.0010862143941015594,1001646314.1244441,448
HNRNPA2B1,0.0008151700843097278,0.0007039098521985815,17343439.696626715,449
SULF1,0.0008084037428329419,0.00024257526443595664,15402687.765285376,450
COL18A1,0.0008054182674570003,0.0011390334372207288,20653313.257031813,451
MYH9,0.0008015367541957665,0.00056692287094201,87408576.70389068,452
PSMD3,0.0007921638849501378,0.0001422121755202406,50858086.47724457,453
TPI1,0.0007843710683560044,0.0004917169020155878,102363488.72304942,454
NDUFC2,0.0007825031697198936,0.00046368552415705953,75526474.81499742,455
RPL35A,0.0007782307969414113,0.00036607899779314925,181006011.2626117,456
COX6B1,0.000771497930279921,0.00029942148550511427,14171110.104994224,457
TMBIM6,0.000759954385708556,0.0005561307076574913,55210944.45977732,458
EIF3H,0.0007574107283186009,0.0004823450256025284,15814888.989684997,459
EEF1A1,0.000753842813076428,0.0003655513754472534,6438092483.207683,460
IFI27,0.0007517805808999883,0.0004371708637544454,204145849.94078702,461
TPT1,0.000734285036608663,0.0005870917207376094,3254530675.038385,462
PUF60,0.000728037193707101,0.00033385804027047893,23336423.10757431,463
COL5A1,0.000727418627248838,0.0004266137496626099,67325174.93428038,464
LDHA,0.0007258660262274133,0.0006147294282618028,258825338.1093987,465
TUBA1A,0.0007247633197770715,0.0001536228114283279,27672982.886111643,466
C7,0.0007071250916300336,0.00011977746389558362,25639327.879059322,467
NONO,0.0007003894692609571,0.0005918562417819494,13795005.298708854,468
GPI,0.0006999279608422704,0.00046042839256985263,31236356.909336586,469
BSG,0.0006922745319479216,0.0006624710434434998,25127578.965335336,470
LAPTM4B,0.0006823969281963488,0.0006874363977224813,96710675.04516718,471
JUN,0.0006797712215258524,0.00046873718612888406,21396548.7736068,472
HLA-C,0.0006766857373095384,0.0005814004396501906,421651548.9583269,473
CD63,0.0006699972661093446,0.0005033381697100111,62665266.18826621,474
LY6E,0.0006612110240055274,0.0006066224055111842,261833352.4000343,475
AHNAK,0.0006610394103050928,0.00047948100287613555,101566955.23597537,476
SLC25A6,0.0006578151632997694,0.00041964046504545883,78578594.70487185,477
RPL14,0.000653473191985205,0.0004920711845117224,72718040.22638138,478
ERBB2,0.0006526153713913474,0.000787070038403847,415717660.59939617,479
SLC44A2,0.0006372729717705232,0.0006868789277039797,32159142.117901273,480
NACA,0.000614250605121827,0.00035671755013078803,81752693.42645623,481
C3,0.0005855909620068455,0.0005403142560810748,2039212337.8789022,482
GAS5,0.0005848867607757701,0.00043007036857615463,17754961.878126014,483
TIMP3,0.00057791831603923,0.0003099688062369786,36658638.20427623,484
CDK16,0.0005705660470796461,0.00048517385537699605,19102831.021681905,485
FTL,0.0005667109905136458,0.000577790002015754,878129272.7711498,486
PABPC4,0.000551668820832969,0.0002278581754779323,130863969.80232932,487
PLP2,0.0005508324645881797,0.0004591480720269664,13968690.842342142,488
MYCL1,0.0005343946456686965,0.00038484025697549417,17100717.232329063,489
SEPP1,0.0005251959736044502,0.00031055151596341875,38117851.56555844,490
CCT2,0.0005156208419042199,0.00033979762998589567,53965757.70960396,491
CCND1,0.000509889281747709,0.00045635244908414784,15166429.554011302,492
RPL6,0.0005089181181357474,0.0002703527581874985,68986419.10675271,493
CLU,0.0004880926088894075,0.00028969534954420534,5014037029.57069,494
TMSB10,0.00048376370358241575,0.00022432701343860504,274278122.4092843,495
MFGE8,0.0004786022818698125,0.00047083741487994295,23884601.414602675,496
SPOCK2,0.0004713252189407471,0.00031899615910267894,85025664.74035195,497
ATN1,0.0004659325217005149,3.210148821703833e-05,47138166.850752205,498
NUCKS1,0.0004198147124472353,0.00021233287993656767,14132172.523040691,499
EEF1B2,0.00033351510519146166,0.0002407314275141305,30743861.480119284,500
