gene,mean_importance,std_importance,rank
feature_6,0.000734285036608663,0.0005870917207376094,462
feature_342,0.000728037193707101,0.00033385804027047893,463
feature_184,0.000727418627248838,0.0004266137496626099,464
feature_73,0.0007258660262274133,0.0006147294282618028,465
feature_312,0.0007247633197770715,0.0001536228114283279,466
feature_328,0.0007071250916300336,0.00011977746389558362,467
feature_487,0.0007003894692609571,0.0005918562417819494,468
feature_296,0.0006999279608422704,0.00046042839256985263,469
feature_332,0.0006922745319479216,0.0006624710434434998,470
feature_153,0.0006823969281963488,0.0006874363977224813,471
feature_356,0.0006797712215258524,0.00046873718612888406,472
feature_45,0.0006766857373095384,0.0005814004396501906,473
feature_192,0.0006699972661093446,0.0005033381697100111,474
feature_71,0.0006612110240055274,0.0006066224055111842,475
feature_148,0.0006610394103050928,0.00047948100287613555,476
feature_166,0.0006578151632997694,0.00041964046504545883,477
feature_175,0.000653473191985205,0.0004920711845117224,478
feature_48,0.0006526153713913474,0.000787070038403847,479
feature_292,0.0006372729717705232,0.0006868789277039797,480
feature_161,0.000614250605121827,0.00035671755013078803,481
feature_14,0.0005855909620068455,0.0005403142560810748,482
feature_399,0.0005848867607757701,0.00043007036857615463,483
feature_270,0.00057791831603923,0.0003099688062369786,484
feature_376,0.0005705660470796461,0.00048517385537699605,485
feature_27,0.0005667109905136458,0.000577790002015754,486
feature_121,0.000551668820832969,0.0002278581754779323,487
feature_481,0.0005508324645881797,0.0004591480720269664,488
feature_408,0.0005343946456686965,0.00038484025697549417,489
feature_265,0.0005251959736044502,0.00031055151596341875,490
feature_214,0.0005156208419042199,0.00033979762998589567,491
feature_444,0.000509889281747709,0.00045635244908414784,492
feature_178,0.0005089181181357474,0.0002703527581874985,493
feature_3,0.0004880926088894075,0.00028969534954420534,494
feature_68,0.00048376370358241575,0.00022432701343860504,495
feature_339,0.0004786022818698125,0.00047083741487994295,496
feature_160,0.0004713252189407471,0.00031899615910267894,497
feature_235,0.0004659325217005149,3.210148821703833e-05,498
feature_475,0.0004198147124472353,0.00021233287993656767,499
feature_297,0.00033351510519146166,0.0002407314275141305,500
