database,rank,term,p_value,z_score,combined_score,overlap_genes,n_overlap,adj_p_value,gene_list,n_genes_submitted
KEGG_2021_Human,1,Proteoglycans in cancer,0.00015693240089955412,10.972222222222221,96.1133246688316,IGF2;FLNA;HSPG2;EIF4B;DCN,5,0.014594713283658533,top50,50
Reactome_2022,1,Amyloid Fiber Formation R-HSA-977225,4.33192372416157e-08,37.13013698630137,629.529183362933,APP;GSN;APOA1;TGFBI;HSPG2;ITM2B,6,1.4425306001458029e-05,top50,50
Reactome_2022,2,Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426,6.094647345778435e-07,23.115384615384617,330.7969820894124,APP;IGFBP4;IGF2;APOA1;MSLN;PRSS23,6,0.00010147587830721094,top50,50
Reactome_2022,3,Metabolism Of Proteins R-HSA-392499,1.6796001125505657e-06,4.971913475383844,66.11130885672671,APP;GSN;IGFBP4;RPLP0;IGF2;APOA1;MSLN;HSPG2;PRSS23;RPL27A;ANPEP;RPLP2;TGFBI;PABPC1;HNRNPC;EIF4B;ITM2B,17,0.0001864356124931128,top50,50
Reactome_2022,4,Post-translational Protein Phosphorylation R-HSA-8957275,6.6648558636472086e-06,21.836083608360838,260.25690496341264,APP;IGFBP4;APOA1;MSLN;PRSS23,5,0.00044655849608119566,top50,50
Reactome_2022,5,L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827,7.303530312980346e-06,21.40992448759439,253.21844668535684,RPL27A;RPLP0;RPLP2;PABPC1;EIF4B,5,0.00044655849608119566,top50,50
Reactome_2022,6,NLRP3 Inflammasome R-HSA-844456,8.046099028490012e-06,97.89034369885434,1148.2853674678522,APP;HSP90AB1;TXNIP,3,0.00044655849608119566,top50,50
Reactome_2022,7,Cap-dependent Translation Initiation R-HSA-72737,1.035242363897835e-05,19.85885885885886,227.94573901847133,RPL27A;RPLP0;RPLP2;PABPC1;EIF4B,5,0.0004825269554863375,top50,50
Reactome_2022,8,Cellular Responses To Stimuli R-HSA-8953897,1.1592239170842943e-05,6.619834710743802,75.23557811011119,PRDX2;HSP90AB1;RPL27A;LMNA;RPLP0;APOA1;MT1G;TXNIP;RPLP2;ATP6V1B1,10,0.0004825269554863375,top50,50
Reactome_2022,9,Platelet Degranulation R-HSA-114608,1.4884754838316752e-05,18.36111111111111,204.0869270968184,APP;IGF2;APOA1;FLNA;MAGED2,5,0.0005256410254920351,top50,50
Reactome_2022,10,Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,1.799731603382954e-05,17.622222222222224,192.52785157536061,APP;IGF2;APOA1;FLNA;MAGED2,5,0.0005256410254920351,top50,50
Reactome_2022,11,Inflammasomes R-HSA-622312,1.8942018936649912e-05,70.68085106382979,768.592613095972,APP;HSP90AB1;TXNIP,3,0.0005256410254920351,top50,50
Reactome_2022,12,Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models R-HSA-8862803,1.8942018936649912e-05,70.68085106382979,768.592613095972,APP;PRDX2;LMNA,3,0.0005256410254920351,top50,50
Reactome_2022,13,Defective Intrinsic Pathway For Apoptosis R-HSA-9734009,2.867422295491e-05,60.57446808510638,633.5793754459056,APP;PRDX2;LMNA,3,0.00073450124953731,top50,50
Reactome_2022,14,Cellular Responses To Stress R-HSA-2262752,6.580039922630074e-05,5.922519070913009,57.02725298535634,PRDX2;HSP90AB1;RPL27A;LMNA;RPLP0;APOA1;TXNIP;RPLP2;ATP6V1B1,9,0.0015651094958827247,top50,50
Reactome_2022,15,Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,8.212184135698631e-05,19.626482213438734,184.6323345485555,RPL27A;RPLP0;RPLP2;PABPC1,4,0.0018231048781250962,top50,50
Reactome_2022,16,GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,0.00015848493118390697,16.434782608695652,143.80189971009636,RPL27A;RPLP0;RPLP2;EIF4B,4,0.003104440122602413,top50,50
Reactome_2022,17,Degradation Of Extracellular Matrix R-HSA-1474228,0.00015848493118390697,16.434782608695652,143.80189971009636,COL12A1;TIMP2;HSPG2;DCN,4,0.003104440122602413,top50,50
Reactome_2022,18,Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,0.00017596171244768462,15.97584541062802,138.1150837500777,RPL27A;RPLP0;RPLP2;PABPC1,4,0.0032552916802821657,top50,50
Reactome_2022,19,"Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643",0.000315376219123607,25.404255319148938,204.80261014345277,APP;HSP90AB1;TXNIP,3,0.0055273832088505856,top50,50
Reactome_2022,20,"Platelet Activation, Signaling And Aggregation R-HSA-76002",0.0004221196427155947,8.791164658634537,68.3092990191575,APP;IGF2;APOA1;FLNA;MAGED2,5,0.007028292051214652,top50,50
Reactome_2022,21,Cellular Response To Starvation R-HSA-9711097,0.0005767994256447113,11.55587977823169,86.18393590751629,RPL27A;RPLP0;RPLP2;ATP6V1B1,4,0.009146390892366137,top50,50
Reactome_2022,22,Translation R-HSA-72766,0.0006676277835550033,7.920289855072464,57.91141497624296,RPL27A;RPLP0;RPLP2;PABPC1;EIF4B,5,0.010105456905628004,top50,50
Reactome_2022,23,Diseases Of Programmed Cell Death R-HSA-9645723,0.0007455208566439991,18.66270337922403,134.39810435842293,APP;PRDX2;LMNA,3,0.01079384544619355,top50,50
Reactome_2022,24,Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,0.0008006490870355484,10.555881568418245,75.26436239424339,RPL27A;RPLP0;RPLP2;PABPC1,4,0.011109006082618235,top50,50
Reactome_2022,25,Disease R-HSA-1643685,0.000947286508856257,3.3385028697032606,23.242353064489976,APP;PRDX2;HSP90AB1;RPL27A;LMNA;RPLP0;LRIG1;APOA1;TXNIP;RPLP2;HSPG2;DCN,12,0.012617856297965344,top50,50
Reactome_2022,26,Defective B3GALT6 Causes EDSP2 And SEMDJL1 R-HSA-4420332,0.0011307590059983252,46.138888888888886,313.0461870363529,HSPG2;DCN,2,0.013447955321337223,top50,50
Reactome_2022,27,Defective B3GAT3 Causes JDSSDHD R-HSA-3560801,0.0011307590059983252,46.138888888888886,313.0461870363529,HSPG2;DCN,2,0.013447955321337223,top50,50
Reactome_2022,28,"Defective B4GALT7 Causes EDS, Progeroid Type R-HSA-3560783",0.0011307590059983252,46.138888888888886,313.0461870363529,HSPG2;DCN,2,0.013447955321337223,top50,50
Reactome_2022,29,Metabolism Of RNA R-HSA-8953854,0.0012652756176183336,4.765395066520803,31.796933226891714,RPL27A;RPLP0;IGF2;RPLP2;PABPC1;HNRNPC;EIF4B,7,0.014257189451931837,top50,50
Reactome_2022,30,Peptide Chain Elongation R-HSA-156902,0.0013002540770145727,15.278390156370161,101.52789088565108,RPL27A;RPLP0;RPLP2,3,0.014257189451931837,top50,50
Reactome_2022,31,Viral mRNA Translation R-HSA-192823,0.0014821871128384563,14.573000733675716,94.93197333904209,RPL27A;RPLP0;RPLP2,3,0.014257189451931837,top50,50
Reactome_2022,32,Selenocysteine Synthesis R-HSA-2408557,0.0014821871128384563,14.573000733675716,94.93197333904209,RPL27A;RPLP0;RPLP2,3,0.014257189451931837,top50,50
Reactome_2022,33,Eukaryotic Translation Elongation R-HSA-156842,0.0014821871128384563,14.573000733675716,94.93197333904209,RPL27A;RPLP0;RPLP2,3,0.014257189451931837,top50,50
Reactome_2022,34,Eukaryotic Translation Termination R-HSA-72764,0.0014821871128384563,14.573000733675716,94.93197333904209,RPL27A;RPLP0;RPLP2,3,0.014257189451931837,top50,50
Reactome_2022,35,RHOBTB2 GTPase Cycle R-HSA-9013418,0.0014985033958486917,39.541666666666664,257.15086234948103,HSP90AB1;HNRNPC,2,0.014257189451931837,top50,50
Reactome_2022,36,Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,0.0017712212130127313,36.09963768115942,228.73040961874747,HSP90AB1;TXNIP,2,0.015559749925588846,top50,50
Reactome_2022,37,Deadenylation Of mRNA R-HSA-429947,0.0017712212130127313,36.09963768115942,228.73040961874747,PABPC1;EIF4B,2,0.015559749925588846,top50,50
Reactome_2022,38,Signaling By ROBO Receptors R-HSA-376176,0.0018322367223594298,8.375397667020149,52.78358030788479,RPL27A;RPLP0;RPLP2;PABPC1,4,0.015559749925588846,top50,50
Reactome_2022,39,Formation Of A Pool Of Free 40S Subunits R-HSA-72689,0.0018922236540246308,13.340425531914894,83.64450283646559,RPL27A;RPLP0;RPLP2,3,0.015559749925588846,top50,50
Reactome_2022,40,Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,0.0018922236540246308,13.340425531914894,83.64450283646559,RPL27A;RPLP0;RPLP2,3,0.015559749925588846,top50,50
Reactome_2022,41,GAG Synthesis Requires Tetrasaccharide Linker Sequence R-HSA-1971475,0.0019157650058532817,34.59375,216.47517339281177,HSPG2;DCN,2,0.015559749925588846,top50,50
Reactome_2022,42,SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,0.0024958414919694924,12.063829787234043,72.30009219407567,RPL27A;RPLP0;RPLP2,3,0.019788457543472405,top50,50
Reactome_2022,43,Transferrin Endocytosis And Recycling R-HSA-917977,0.0027192556482504363,28.62212643678161,169.08226656127547,TFRC;ATP6V1B1,2,0.02105842164807896,top50,50
Reactome_2022,44,Selenoamino Acid Metabolism R-HSA-2408522,0.002909029312170023,11.408280621046579,66.623626679358,RPL27A;RPLP0;RPLP2,3,0.022016062748923128,top50,50
Reactome_2022,45,Hemostasis R-HSA-109582,0.0030131932240602044,4.636363636363637,26.912954493557727,APP;EPCAM;IGF2;APOA1;FLNA;MAGED2,6,0.022297629858045512,top50,50
Reactome_2022,46,RHOBTB GTPase Cycle R-HSA-9706574,0.0034573756419477466,25.147727272727273,142.5183432834292,HSP90AB1;HNRNPC,2,0.025028393234099992,top50,50
Reactome_2022,47,Innate Immune System R-HSA-168249,0.0038776319859659234,3.5096211805072564,19.487279085367668,APP;GSN;HSP90AB1;ANPEP;TIMP2;TXNIP;HNRNPC;ATP6V1B1,8,0.027473435134609626,top50,50
Reactome_2022,48,Apoptotic Cleavage Of Cellular Proteins R-HSA-111465,0.0040654672914765,23.04861111111111,126.88782669928547,GSN;LMNA,2,0.028204179334618218,top50,50
Reactome_2022,49,Diseases Associated With Glycosaminoglycan Metabolism R-HSA-3560782,0.004496424806807151,21.833333333333332,117.99765363023795,HSPG2;DCN,2,0.03055733593197513,top50,50
Reactome_2022,50,Influenza Viral RNA Transcription And Replication R-HSA-168273,0.004871849321860696,9.439187043505875,50.256890616051635,RPL27A;RPLP0;RPLP2,3,0.03244651648359224,top50,50
Reactome_2022,51,Retinoid Metabolism And Transport R-HSA-975634,0.005180691162792406,20.232723577235774,106.48111760263689,APOA1;HSPG2,2,0.033826865827644534,top50,50
Reactome_2022,52,Extracellular Matrix Organization R-HSA-1474244,0.005978262406064479,5.957582184517498,30.500588602544802,COL12A1;TIMP2;HSPG2;DCN,4,0.03828387271575907,top50,50
Reactome_2022,53,Metabolism Of Fat-Soluble Vitamins R-HSA-6806667,0.00616259351355971,18.430555555555557,93.79784429037069,APOA1;HSPG2,2,0.03871969132104497,top50,50
Reactome_2022,54,Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185,0.006950299465156898,17.276041666666668,85.84414194819459,HSPG2;DCN,2,0.042860180035134206,top50,50
Reactome_2022,55,Influenza Infection R-HSA-168255,0.007100915098721521,8.205029013539653,40.594640455474256,RPL27A;RPLP0;RPLP2,3,0.042992813234077575,top50,50
Reactome_2022,56,Apoptotic Execution Phase R-HSA-75153,0.007499481830469069,16.583333333333332,81.14094572244915,GSN;LMNA,2,0.04385209055796803,top50,50
Reactome_2022,57,Immune System R-HSA-168256,0.007506213699111645,2.630434782608696,12.868150371664388,IFITM3;APP;GSN;HSP90AB1;ANPEP;RPLP0;TIMP2;FLNA;TXNIP;HNRNPC;ATP6V1B1,11,0.04385209055796803,top50,50
Reactome_2022,58,Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091,0.0077812124839393305,16.25735294117647,78.94640668269977,HSPG2;DCN,2,0.04467489236468616,top50,50
Reactome_2022,59,ECM Proteoglycans R-HSA-3000178,0.008358830212753155,15.642295597484276,74.83957451132376,HSPG2;DCN,2,0.047177804421132216,top50,50
Reactome_2022,60,Deadenylation-dependent mRNA Decay R-HSA-429914,0.008654668543521428,15.351851851851851,72.91602120992282,PABPC1;EIF4B,2,0.04803341041654392,top50,50
Reactome_2022,61,Translation Initiation Complex Formation R-HSA-72649,0.008955160836496808,15.071969696969697,71.07225417227201,PABPC1;EIF4B,2,0.04888636981235142,top50,50
Reactome_2022,62,"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",0.00926028293931899,14.802083333333334,69.30366021141536,PABPC1;EIF4B,2,0.04902790142137359,top50,50
Reactome_2022,63,Axon Guidance R-HSA-422475,0.009359818250091547,4.201469952442715,19.626450138978658,HSP90AB1;RPL27A;RPLP0;RPLP2;PABPC1,5,0.04902790142137359,top50,50
Reactome_2022,64,Infectious Disease R-HSA-5663205,0.00951111973306653,3.241480181366096,15.090042158907988,HSP90AB1;RPL27A;RPLP0;LRIG1;TXNIP;RPLP2;HSPG2,7,0.04902790142137359,top50,50
Reactome_2022,65,Iron Uptake And Transport R-HSA-917937,0.009570010787955807,14.541666666666666,67.6059670933825,TFRC;ATP6V1B1,2,0.04902790142137359,top50,50
GO_Biological_Process_2023,1,Extracellular Matrix Organization (GO:0030198),7.66550003802905e-05,12.851851851851851,121.78666348998348,APP;GSN;COL12A1;KLK5;TGFBI,5,0.04678073576603234,top50,50
GO_Biological_Process_2023,2,Supramolecular Fiber Organization (GO:0097435),0.00013133303121708165,8.639296187683284,77.21607889826203,APP;GSN;HSP90AB1;COL12A1;EMP2;ALDOA,6,0.04678073576603234,top50,50
GO_Biological_Process_2023,3,Actin-Mediated Cell Contraction (GO:0070252),0.00021804660985203623,118.70833333333333,1000.8064198202925,GSN;EMP2,2,0.04678073576603234,top50,50
GO_Biological_Process_2023,4,Intracellular Copper Ion Homeostasis (GO:0006878),0.000332063883264561,92.31944444444444,739.4956618223716,APP;ARF1,2,0.04678073576603234,top50,50
GO_Biological_Process_2023,5,Negative Regulation Of Protein Catabolic Process (GO:0042177),0.0003333415993294188,24.90488110137672,199.39701474295643,HSP90AB1;TIMP2;FLNA,3,0.04678073576603234,top50,50
GO_Biological_Process_2023,6,Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046),0.00039784050239185316,83.08333333333333,650.4975835514635,FLNA;EMP2,2,0.04678073576603234,top50,50
GO_Biological_Process_2023,7,Actin Filament Organization (GO:0007015),0.00045897294625219106,12.304347826086957,94.57760691938245,GSN;FLNA;EMP2;ALDOA,4,0.04678073576603234,top50,50
GO_Biological_Process_2023,8,Copper Ion Homeostasis (GO:0055070),0.0005467878206419364,69.22916666666667,520.0114050756229,APP;ARF1,2,0.04678073576603234,top50,50
GO_Biological_Process_2023,9,Membrane Raft Organization (GO:0031579),0.0005467878206419364,69.22916666666667,520.0114050756229,PPT1;EMP2,2,0.04678073576603234,top50,50
GO_Biological_Process_2023,10,Central Nervous System Development (GO:0007417),0.0006893212876871093,7.8625099920063946,57.237524499570625,APP;GSN;PAX8;PPT1;HSPG2,5,0.04783758830132328,top50,50
GO_Biological_Process_2023,11,Neuron Projection Organization (GO:0106027),0.0007187392304892979,59.333333333333336,429.45537567816734,APP;ARF1,2,0.04783758830132328,top50,50
GO_Biological_Process_2023,12,Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),0.0007455208566439991,18.66270337922403,134.39810435842293,APOA1;FLNA;EMP2,3,0.04783758830132328,top50,50
MSigDB_Hallmark_2020,1,Apoptosis,5.965476747075204e-09,24.646125116713353,466.7304948742334,IFITM3;APP;GSN;LMNA;TIMP2;PPT1;TXNIP;DCN,8,2.0879168614763213e-07,top50,50
MSigDB_Hallmark_2020,2,Epithelial Mesenchymal Transition,1.0219798089852524e-05,13.88659793814433,159.57344828850043,IGFBP4;ANPEP;COL12A1;FLNA;TGFBI;DCN,6,0.00017884646657241918,top50,50
MSigDB_Hallmark_2020,3,Myc Targets V1,0.0001398365134139565,11.256410256410257,99.9010527744165,HSP90AB1;RPLP0;NAP1L1;PABPC1;HNRNPC,5,0.0016314259898294926,top50,50
MSigDB_Hallmark_2020,4,Coagulation,0.0003906860357839363,12.859182349123946,100.91380039105093,GSN;APOA1;A2M;PRSS23,4,0.0034185028131094425,top50,50
MSigDB_Hallmark_2020,5,UV Response Up,0.0006508160707344692,11.17786561264822,82.01516880317187,TFRC;EPCAM;PPT1;ALDOA,4,0.004555712495141285,top50,50
MSigDB_Hallmark_2020,6,Estrogen Response Early,0.0015598806233641427,8.763975155279503,56.64285082988862,IGFBP4;SCNN1A;LRIG1;PRSS23,4,0.007799403116820714,top50,50
MSigDB_Hallmark_2020,7,Estrogen Response Late,0.0015598806233641427,8.763975155279503,56.64285082988862,IGFBP4;SCNN1A;EMP2;PRSS23,4,0.007799403116820714,top50,50
MSigDB_Hallmark_2020,8,Protein Secretion,0.0017838028065180675,13.628689087165409,86.25607933742052,ARF1;PPT1;ATP6V1B1,3,0.007804137278516546,top50,50
MSigDB_Hallmark_2020,9,Hypoxia,0.013678626042992382,6.400151204233719,27.468942123223947,TGFBI;ALDOA;DCN,3,0.04352290104588485,top50,50
MSigDB_Hallmark_2020,10,Glycolysis,0.013678626042992382,6.400151204233719,27.468942123223947,TGFBI;ALDOA;DCN,3,0.04352290104588485,top50,50
MSigDB_Hallmark_2020,11,heme Metabolism,0.013678626042992382,6.400151204233719,27.468942123223947,PRDX2;BCAM;TFRC,3,0.04352290104588485,top50,50
KEGG_2021_Human,1,Ribosome,5.0593479213950305e-14,22.333979328165373,683.7537429839198,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL24;RPL35;RPLP2;RPS20;RPS23,14,1.0574037155715614e-11,top100,100
KEGG_2021_Human,2,Coronavirus disease,9.854284125771552e-12,14.697461062513336,372.4794432502881,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL24;RPL35;RPLP2;RPS20;RPS23,14,1.0297726911431273e-09,top100,100
KEGG_2021_Human,3,Ferroptosis,5.1689501936938505e-05,22.368243243243242,220.78028382384923,TFRC;PCBP2;SAT1;CP,4,0.003601035301606716,top100,100
KEGG_2021_Human,4,Proteoglycans in cancer,7.673516794095104e-05,7.489627457369393,70.96534691128268,COL1A1;IGF2;FLNA;KRAS;HSPG2;EIF4B;DCN,7,0.004009412524914692,top100,100
KEGG_2021_Human,5,Vibrio cholerae infection,0.00011356720906997502,17.983695652173914,163.34798914770596,ARF1;GNAS;PDIA4;ATP6V1B1,4,0.004747109339124955,top100,100
Reactome_2022,1,L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827,3.4942353278119125e-21,44.585330332318286,2100.110500773063,EIF4A2;RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;EIF3E;PABPC1;EIF4B;RPS23,17,1.5234866029259938e-18,top100,100
Reactome_2022,2,Cap-dependent Translation Initiation R-HSA-72737,1.2564588771207676e-20,40.9659243032737,1877.198120496751,EIF4A2;RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;EIF3E;PABPC1;EIF4B;RPS23,17,2.7390803521232734e-18,top100,100
Reactome_2022,3,GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,1.781017182430106e-19,40.56733230926779,1751.3701165421637,EIF4A2;RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;EIF3E;EIF4B;RPS23,16,2.5884116384650877e-17,top100,100
Reactome_2022,4,Eukaryotic Translation Elongation R-HSA-156842,3.4450273521352064e-19,46.64705882352941,1983.0683908101864,RPS8;RPLP0;RPL23A;RPL8;RPS4X;EEF1G;EEF1D;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23,15,3.755079813827375e-17,top100,100
Reactome_2022,5,Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,2.17183413600397e-17,41.369707811568276,1587.2884441886397,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;PABPC1;RPS23,14,1.893839366595462e-15,top100,100
Reactome_2022,6,Formation Of A Pool Of Free 40S Subunits R-HSA-72689,5.4898554237271897e-17,38.4031007751938,1437.8522112141932,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;EIF3E;RPS23,14,3.989294941241758e-15,top100,100
Reactome_2022,7,Translation R-HSA-72766,1.6575890347367867e-16,17.581849024597116,638.8540192140111,EIF4A2;RPS8;RPLP0;RPL23A;RPL8;EEF1G;RPS4X;RPS29;EEF1D;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;EIF3E;PABPC1;EIF4B;RPS23,19,1.0324411702074843e-14,top100,100
Reactome_2022,8,Peptide Chain Elongation R-HSA-156902,3.510786959256057e-16,40.58431743032593,1444.2140911713043,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23,13,1.8510096057415852e-14,top100,100
Reactome_2022,9,Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,3.820891387998685e-16,32.8936877076412,1167.754785886704,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;PABPC1;RPS23,14,1.8510096057415852e-14,top100,100
Reactome_2022,10,Selenocysteine Synthesis R-HSA-2408557,6.522310898075061e-16,38.46827884758919,1345.086944561937,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23,13,2.369772959633939e-14,top100,100
Reactome_2022,11,Eukaryotic Translation Termination R-HSA-72764,6.522310898075061e-16,38.46827884758919,1345.086944561937,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23,13,2.369772959633939e-14,top100,100
Reactome_2022,12,Viral mRNA Translation R-HSA-192823,6.522310898075061e-16,38.46827884758919,1345.086944561937,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23,13,2.369772959633939e-14,top100,100
Reactome_2022,13,Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,2.064730031202042e-15,34.83367139959432,1177.857993750597,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23,13,6.924786873877619e-14,top100,100
Reactome_2022,14,SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,7.59775259929223e-15,31.15124016938899,1012.7555985989608,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23,13,2.3661572380652945e-13,top100,100
Reactome_2022,15,Selenoamino Acid Metabolism R-HSA-2408522,1.56038871693962e-14,29.29179469671105,931.2229536910037,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23,13,4.535529870571162e-13,top100,100
Reactome_2022,16,Cellular Response To Starvation R-HSA-9711097,3.225986333612455e-14,23.143215660030116,718.9428965310935,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23;ATP6V1B1,14,8.79081275909394e-13,top100,100
Reactome_2022,17,Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,1.095008512687509e-13,21.01063991488068,627.0172508230692,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;PABPC1;RPS23,14,2.8083747737162e-12,top100,100
Reactome_2022,18,Signaling By ROBO Receptors R-HSA-376176,1.3536293938524523e-13,17.92540933899333,531.1445199014123,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;PABPC1;PKN1;RPS23,15,3.2787911984426066e-12,top100,100
Reactome_2022,19,Influenza Viral RNA Transcription And Replication R-HSA-168273,1.753066488614718e-13,23.83092324805339,699.967589323808,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23,13,4.0228262580842995e-12,top100,100
Reactome_2022,20,Influenza Infection R-HSA-168255,1.0262803187374929e-12,20.500319284802043,565.9129578052941,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23,13,2.2372910948477346e-11,top100,100
Reactome_2022,21,Metabolism Of Proteins R-HSA-392499,2.4296738378306435e-12,5.238026124818577,140.081915970008,EIF4A2;APP;RPLP0;RPL8;MSLN;PRSS23;RPS4X;MUC1;ANPEP;RPL36;RPL35;RPLP2;APOL1;EIF4B;GSN;MUC16;RPS8;IGFBP4;IGF2;APOA1;RPL23A;HSPG2;CP;EEF1G;RPS29;EEF1D;RPL27A;RPL37A;RPS20;EIF3E;TGFBI;HNRNPC;PABPC1;ITM2B;RPS23,35,5.0444656823531455e-11,top100,100
Reactome_2022,22,Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,5.504911969433068e-12,17.763606148732862,460.5282455608321,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23,13,1.0909734630330989e-10,top100,100
Reactome_2022,23,Translation Initiation Complex Formation R-HSA-72649,9.97448286500023e-12,40.90384615384615,1036.1349586904669,EIF4A2;RPS4X;RPS8;RPS29;EIF3E;RPS20;PABPC1;EIF4B;RPS23,9,1.8908150126696087e-10,top100,100
Reactome_2022,24,rRNA Processing In Nucleus And Cytosol R-HSA-8868773,1.0977381508157976e-11,16.74582027168234,422.58385891156166,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23,13,1.9942243073153658e-10,top100,100
Reactome_2022,25,"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",1.1758200157761668e-11,40.067055393586,1008.3463568858614,EIF4A2;RPS4X;RPS8;RPS29;EIF3E;RPS20;PABPC1;EIF4B;RPS23,9,2.0506301075136352e-10,top100,100
Reactome_2022,26,rRNA Processing R-HSA-72312,2.1054120465214385e-11,15.837473736250155,389.34726380357495,RPS8;RPLP0;RPL23A;RPL8;RPS4X;RPS29;RPL27A;RPL37A;RPL36;RPL35;RPLP2;RPS20;RPS23,13,3.530614047243643e-10,top100,100
